id	label	hovertext	author	x	y	type	relevance	size	year	umap1d
17284485	Thanks for the invitation, I would l	Thanks for the invitation, I would love to take you up on it but Tokyo is a long way away from where I live.I've actually had multiple freelance contracts locally but I've never managed to do any of them really. I had one making a business database of properti	ownerthrowaway	8.873706	16.111635	comment	7.0	18.0	1528727286	-23.61944
20859468	Ask HN: Freelancer? Seeking Freelanc	Ask HN: Freelancer? Seeking Freelancer? (September 2019)	whoishiring	8.872174	16.127066	story	8.0	6.0	1567436499	-23.61959
