id	label	hovertext	author	x	y	type	relevance	size	year	umap1d
22803343	COBOL is still in use 61 years later	COBOL is still in use 61 years later. Institutional inertia is very much in style. Vendors can't dictate terms to the people paying the bills.	Kye	10.147869	9.793853	comment	3.0	11.5	1586268716	-8.869715
22784248	COBOL Is Trending on Twitter	COBOL Is Trending on Twitter	kripy	10.147433	9.794884	story	3.0	28.0	1586070753	-8.933181
16964987	Ok, let me just say at work I’ve spe	Ok, let me just say at work I’ve spent the last 4 years working on a product that interfaces with COBOL. In-house we:- Generate native windows interfaces with COBOL, to the point where only a few lines of code create a control like a data grid, button or text 	aetherspawn	10.147786	9.794582	comment	3.0	18.0	1525156712	-8.981673
17165177	> Despite the fact that virtually no	> Despite the fact that virtually no one learns COBOL anymoreIs this true? I mean, I know coding boot camp programs aren't emphasizing in COBOL, but I graduated from University of Wisconsin-Platteville in 2010 and was required to take a COBOL class. I asked ou	marpstar	10.14752	9.792578	comment	3.0	11.5	1527388114	1.626418
22840304	My first serious computer job (early	My first serious computer job (early 1990's) was COBOL.I last used it in 1997, then moved on to Oracle PL/SQL, Java, Oracle's Java software stacks and now iOS ObjC/Swift.Now I'm 52 years old. I have my own apps now on the store, don't need the money but I am l	altitudinous	10.147745	9.793573	comment	3.0	11.5	1586591856	8.177424
22840356	From the article: *  State unemploym	From the article: *  State unemployment agencies are notoriously underfunded*And there’s the problem summarized in less than a single sentence. Yes, they need help, but it’s the same kind of “help” as in “I want a BMW but I only have a dollar, please help”Ther	JustARandomGuy	10.1478195	9.794153	comment	3.0	11.5	1586592532	1.7144601
22857990	Ask HN: Why Did COBOL Die?	Ask HN: Why Did COBOL Die?	_bxg1	10.147965	9.792567	story	3.0	4.0	1586799545	-8.907541
22907377	is the inertia of rewriting these sy	is the inertia of rewriting these systems in a modern stack so great that it's cheaper to keep finding COBOL specialists forever? why not just sit down and rewrite these systems?	djohnston	10.147765	9.79424	comment	3.0	12.0	1587214555	-8.909785
23240882	Given all the attention COBOL has go	Given all the attention COBOL has gotten lately, I still haven’t seen any discussion of its characteristics that make it relatively “safe”, secure, and fast. These are; all memory is statically allocated, no dynamic memory allocation. No user defined functions	marktangotango	10.147972	9.792384	comment	3.0	11.0	1589926049	-8.876616
28141812	> What if we could transpile COBOL i	> What if we could transpile COBOL into ElixirYou've then successfully ported your code base from one language for which it's really difficult to find programmers to another language for which it's really difficult to to find programmers.	restlessbytes	10.147695	9.79351	comment	3.0	12.0	1628689162	-8.94001
28465253	> It changed who could write it, too	> It changed who could write it, too. COBOL democratized coding; companies could take everyday people and train them to be useful COBOL programmers in a few months, and to become experts in a year or two. This was crucial given that companies desperately neede	jrochkind1	10.147854	9.793505	comment	3.0	11.5	1631151706	-8.798208
12096396	Absolutely. In many cases, universit	Absolutely. In many cases, universities can't afford their own IBM mainframe environment to allow students to learn how to use it. Many folks, such as myself, have to have on-the-job training in order to learn COBOL and how to use the IBM mainframe itself.	zcdziura	10.147717	9.794313	comment	3.0	11.0	1468522825	1.8098575
12115547	The sad thing is about 90% of normal	The sad thing is about 90% of normal back-end computing at enterprises is take data source A,B,C,etc and generate data file Z.  Cobol lives because it could do that well.  Perl did that amazingly well[1].  Its really trivial to write easy to maintain code that	protomyth	10.14795	9.792514	comment	3.0	11.0	1468855018	-8.912559
12183994	Why the JS hate? sure, === is annoyi	Why the JS hate? sure, === is annoying, and prototypes confuse some people, but there's plenty good about it, and it's sure as hell better than COBOL.	qwertyuiop924	10.148138	9.792581	comment	3.0	13.0	1469748813	-8.96757
12903524	I once had the pleasure to meet a yo	I once had the pleasure to meet a young person (~30 years old at the time) who had learned to program at a bank, so I had to ask her about COBOL.Her reply was interesting, if I looked at it as a general-purpose language like C++/C#/Java, then, yes, it sucks re	krylon	10.147701	9.794894	comment	3.0	11.5	1478635915	-8.940226
13523962	Ask HN: Can you pick up COBOL and ge	Ask HN: Can you pick up COBOL and get a job doing it	jamesmp98	10.147864	9.793709	story	3.0	4.0	1485802510	1.5874538
21288963	To clarify, COBOL (similarly to SQL)	To clarify, COBOL (similarly to SQL) was intended as a UI - it was created for business people, non-programmers.	zerr	10.148121	9.792704	comment	3.0	12.5	1571377068	9.804909
18138219	It's cheap to portray COBOL programm	It's cheap to portray COBOL programmers as cowboys, but COBOL and the ecosystem around it is actually one of the most organized and fit-for-purpose programming languages around even if it isn't modern by any means. Time will tell if banks and insurances will f	tannhaeuser	10.148123	9.792918	comment	3.0	18.5	1538643329	-8.949944
18138277	I don't know for COBOL, but for JEE,	I don't know for COBOL, but for JEE, we've been able to migrate out of weblogic (to jboss) and then from oracle to postgresql (on code which is 10 years old). So even if JEE might be hard to maintain, it allows some flexibility in the base tools you choose. (m	wiz21c	10.148064	9.792918	comment	3.0	11.0	1538644149	-8.920719
17636559	Couldn't you at least port your COBO	Couldn't you at least port your COBOL to C? It's also statically typed, compiled, there are high-performance libraries that support arbitrary levels of numeric precision (GNU GMP), and every engineer trained in the last 20 years at least has some C experience.	tonysdg	10.147904	9.793204	comment	3.0	11.0	1532839603	-8.9558935
16392159	"McCLIM 0.9.7 ""Imbolc"" release"	"McCLIM 0.9.7 ""Imbolc"" release"	jackdaniel	10.14864	9.787698	story	3.0	67.0	1518787879	-8.8722515
36848010	Migrating a suite of programs writte	Migrating a suite of programs written w/ COBOL, CICS, DB2 from z/OS to Linux is fairly straightforward. MicroFocus COBOL compiles IBM COBOL, DB2 runs on Linux or you can swap out another RDBMS. The CICS part requires a simple runtime easily implemented in C pl	ibiza	10.147822	9.793169	comment	3.0	10.5	1690206770	-8.943479
24545951	Old-style COBOL translates trivially	Old-style COBOL translates trivially to or from very brain-dead imperative style code with lots of goto.If you can look past the syntax, modern COBOL is a decent enough compiled language, with most of the stuff you'd expect.	retrac	10.147678	9.794294	comment	3.0	11.0	1600708580	-8.936721
31907453	Not that salary alone should stop yo	Not that salary alone should stop you, but if you look on glassdoor for the range of salaries of COBOL devs vs react or Go, the median is lower and the ceiling is also lower.If you just want to have fun with older tech that's totally fair.	eatonphil	10.148069	9.789535	comment	3.0	10.5	1656423111	1.740488
31908420	The old pros are continuing to age o	The old pros are continuing to age out and retire or die. Places with COBOL systems want to keep their applications limping along instead of replacing them. The shortage of devs is only going to get worse. Remember when lock down started and some government sy	Stampo00	10.14781	9.793446	comment	3.0	12.5	1656427754	-8.8651085
16549454	Most of the worlds largest enterpris	Most of the worlds largest enterprises run tons of this legacy cobol mainframe stuff. They solve really hard problems using this technology and we would be wise not to be dismissive but instead to learn.	paloaltokid	10.147821	9.7936735	comment	3.0	11.5	1520563022	-8.874411
19840948	I wonder what 1 million lines of COB	I wonder what 1 million lines of COBOL translated to Java looks like.Let us stop and give some caring thoughts to the people who will maintain that code base.	kyberias	10.1480875	9.792637	comment	3.0	12.5	1557160139	-8.940846
24834820	great work, quite happy to see adopt	great work, quite happy to see adoption of rebol's syntax	lulzx	10.154218	9.742429	comment	3.0	11.5	1603179992	-7.511798
24857389	For a brief stint I worked at an ins	For a brief stint I worked at an insurance company that had a training program for COBOL. They would hire individuals that had zero programming experience but showed an aptitude for critical / logical thinking. Over a period of 8-10 weeks they would introduce 	michaelmcdonald	10.147454	9.792405	comment	3.0	11.5	1603370671	1.7109907
25171281	I tend to disagree with many of the 	I tend to disagree with many of the sentiments. In particular, many software folks don’t know the most rudimentary data structures and algorithms. Those should be memorized, frankly. Lately I have been exploring old programming books on archive.org and realize	bjornjajayaja	10.148059	9.792679	comment	3.0	11.0	1605981249	-8.931322
25174753	Any COBOL contractors that can tell 	Any COBOL contractors that can tell what the pay/hour is? First hand experience please, rumors I've read them all already.	unnouinceput	10.148332	9.786902	comment	3.0	10.5	1606016185	1.7413626
25175476	I don't like articles about COBOL, b	I don't like articles about COBOL, because most of them talk about how young people don't want to learn it. I'm fine with learning shitty technology. The real issue is the money. Look at the salaries for COBOL jobs. They suck shit.If banks need to update their	henning	10.1477585	9.793905	comment	3.0	15.0	1606027087	1.7235159
25175952	COBOL has a SEP field on it (and for	"COBOL has a SEP field on it (and for good reasons - it is someone else's problem), but when discussing APL, I've often reached for it as an example that everything is just preference.When I show an APL or K gem such as ""|/0(0|+)\"" (which is a complete and rath"	beagle3	10.147788	9.794564	comment	3.0	13.5	1606034296	13.030026
25385506	COBOL, Assembler, and FORTRAN are ac	COBOL, Assembler, and FORTRAN are actually kind of cool.	hackbinary	10.147981	9.79215	comment	3.0	11.0	1607693705	-8.88712
25385516	I think I may have started a course 	"I think I may have started a course in COBOL many years ago.
Wonder if would be worth learning it now? 
There is a lot of COBOL code that needs to be maintained."	peter_retief	10.147494	9.79384	comment	3.0	11.0	1607693748	1.6354761
25385556	I do not get all the hatred. The ide	I do not get all the hatred. The idea behind COBOL’s syntax is the same as SQL’s: it is merely yet another “Structured English Query/Programming Language” designed, initially, for non-programmers to be able to describe in words what it is they would like to ac	Koshkin	10.147774	9.792127	comment	3.0	23.5	1607694000	-8.967936
25386829	Until some COBOL developer publishes	Until some COBOL developer publishes his pay slip, I will stick to reality, top IT salaries are at tech giants.From personal experience: BNP Paribas is one of the biggest bank in the world, top 5 if you exclude Chinese state owned ones, and they pay mainframe 	Misteur-Z	10.147608	9.794634	comment	3.0	16.0	1607700734	1.6831295
25556653	Surely American colleges still teach	Surely American colleges still teach COBOL?	commandlinefan	10.14769	9.794321	comment	3.0	12.0	1609129474	1.859703
35726717	Is there an estimate on how many COB	Is there an estimate on how many COBOL jobs are out there still?  And are there still apprenticeship/training programs for learning COBOL?	mikece	10.147804	9.793969	comment	3.0	16.5	1682596682	1.7759472
20322241	I think you underestimate how slowly	I think you underestimate how slowly things move in some places. There are still shops running COBOL on mainframes. Windows is going to have a place on servers for decades to come.	cwyers	10.148057	9.791466	comment	3.0	12.0	1561951668	9.5308695
13862689	Sounds like my predicted outcome for	Sounds like my predicted outcome for a lot of folks I knew back in the day. Got into the industry because dollars, didn't particularly like it, so when (for example) COBOL dies off their career dies with it.I'm from the same era, how did I avoid it? I never kn	mikestew	10.147873	9.793974	comment	3.0	14.5	1489441191	1.6661915
35011176	People that have not been exposed to	People that have not been exposed to legacy industries (banking, insurance, etc) would simply not believe how many of these large/huge companies run the majority of their business on an IBM mainframe running COBOL code.  I've seen it firsthand and I didn't bel	W-Stool	10.14856	9.792834	comment	3.0	11.0	1677858689	-8.87096
35011183	I'm pretty sure I'm thinking about i	"I'm pretty sure I'm thinking about it right. How much COBOL code can run on a regular Ubuntu machine? What's the package manager for OSS packages? What test frameworks are in common use?You know you're in trouble when ""There's a syntax file for VSCode."" is the"	moomin	10.147692	9.794666	comment	3.0	17.5	1677858730	-8.903602
37279201	The transpilers I've seen have creat	"The transpilers I've seen have created some extraordinary Java. If you've experience of the COBOL ""Data Division"", imagine how that gets ported across to an object oriented language..But I still agree with you. I've experience of a couple of COBOL migration pr"	b800h	10.148188	9.792027	comment	3.0	11.0	1693107167	-8.962336
37278639	I learned COBOL only to find the rea	I learned COBOL only to find the real reason the engineers get paid so much to maintain systems is not really due to their rarity but rather their extensive decades of experience which I will never really have.A lot of new COBOL work just gets shipped off to I	xwdv	10.147825	9.7939415	comment	3.0	14.0	1693100479	1.7945775
26426562	> BUT - the problem is the core of o	> BUT - the problem is the core of our system is written in COBOL.This is the key issue. You can migrate it off the mainframe or you can migrate it to sexier tech on the mainframe.> and the new generation doesn't know them or have much of a desire to learn the	rbanffy	10.147838	9.79348	comment	3.0	11.0	1615483549	-8.908139
26429387	To someone going into IT or programm	To someone going into IT or programming at a young age (so, not me), would you recommend them to get into COBOL and mainframes? Will it be a career option for 10+ years?	ralphc	10.147775	9.794147	comment	3.0	13.0	1615499075	1.8155872
26429478	Cobol is alive the same way Latin is	Cobol is alive the same way Latin is. Unless you're sure you can get a job in the Vatican you're screwed if you learn it.	konjin	10.147408	9.792636	comment	3.0	11.0	1615499567	-8.921284
31114255	Tcl and Rebol are great. The code is	Tcl and Rebol are great. The code is compact, very easy to understand and quick to write, especially Rebol. You can do GUI in both Tcl/Tk and Rebol as well. You might want to check Rebol out as well: http://www.rebol.com/docs/expert-intro.html (or http://www.r	johnisgood	10.155185	9.740497	comment	3.0	11.0	1650570022	-7.942032
31425042	COBOL Devs probably earn more than R	COBOL Devs probably earn more than React Devs.	s_dev	10.147974	9.793058	comment	3.0	14.5	1652893047	1.6354853
31425107	Every time I've gone looking for COB	Every time I've gone looking for COBOL jobs on job sites out of curiosity I always see them paying pretty poorly.On Glassdoor for Cobol [0] the standard range is $54k to $179k (presumably in NYC metro where I am) with a reported maximum of $306k. The standard 	eatonphil	10.147693	9.793419	comment	3.0	12.5	1652893446	1.6649394
14202803	> Döderlein says that banks have thr	> Döderlein says that banks have three options when it comes to deciding how to deal with this emerging crisis.Option 4, which is what banks are actually doing to the best of my knowledge, is to train new hires on how to write COBOL.	jcranmer	10.147908	9.793772	comment	3.0	10.5	1493213947	-8.988036
14202804	Say I wanted to learn COBOL, has any	Say I wanted to learn COBOL, has anyone got any resources they'd recommend?	alnorth	10.147656	9.794199	comment	3.0	11.5	1493213969	1.6350931
14202947	Nothing critical (banks, military, f	Nothing critical (banks, military, factories) runs on NodeJS/JavaScript/AWS so probably nothing. Do you think a lot about some old BASIC Accounting Software?There are probably only two languages  which might face similar problem as COBOL: C and Java. For now t	Tom4hawk	10.1494465	9.7844	comment	3.0	15.5	1493214998	-9.059566
14467500	"""In less than two thousand lines of "	"""In less than two thousand lines of clean Java code, we’ll build a complete interpreter for Lox...""2000 lines of Java code? I guess 400 of the lines of are just getFoo() setFoo() getBar() setBar() and so on and so on...At the beginning i thought ""Why is this t"	flavio81	10.148001	9.793657	comment	3.0	10.5	1496378515	-8.888367
20454650	> “I think there is a misconception 	> “I think there is a misconception about [COBOL]. A misunderstanding about it as far as it being old. Usually in technology we think because it is old it is irrelevant,” he said. “But it’s still the fastest processing language out there.”I thought this commen	dlivingston	10.147673	9.793972	comment	3.0	25.5	1563317557	-8.930162
20454968	Cobol is mostly likely around becaus	Cobol is mostly likely around because no one knows exactly what the code does. Missing design documents & decisions don't help either.  Companies making money are risk adverse, they won't risk killing their golden goose over a rewrite, it's often companies tha	segmondy	10.147686	9.794002	comment	3.0	16.0	1563320443	-8.919592
20455268	> you have to find a little tiny per	> you have to find a little tiny period to find where execution resumes. No labels, just a tiny couple of pixel round period.Totally naive to COBOL here, why do you have to do it? You said you wrote some regexes for the pull and transform, why not pipe the sou	icxa	10.1480055	9.793787	comment	3.0	11.5	1563323184	-8.930633
24080254	Both REBOL and Red feel magical to m	Both REBOL and Red feel magical to me. How is this simplicity achievable? Where is the trick?I never could dig too deep into those, and couldn't find  much info on the net. Is there a set of seminal papers/articles on the principles which those are based off?I	rgrau	10.155157	9.7345705	comment	3.0	11.5	1596794562	-7.4807115
24314495	COBOL Still Handles 70% of Global Bu	COBOL Still Handles 70% of Global Business Transactions	harias	10.148103	9.793793	story	3.0	25.0	1598687804	-8.952904
24371328	So COBOL has no array concept, you h	So COBOL has no array concept, you have to name every input feature FEAT1, FEAT2 etc? Ouch. I can see why the language is dying out.	klipt	10.147731	9.79463	comment	3.0	14.5	1599188805	-8.934706
33436941	I've seen this story several times.O	I've seen this story several times.Once a language no longer has a developer pipeline, it becomes a language with no future.  No matter how important and widely used.  You wind up with jobs begging for qualified developers.  Given how systems last, the languag	btilly	10.147984	9.78998	comment	4.0	14.0	1667401318	-6.1179757
33845817	Could you expand on BCD?  What made 	Could you expand on BCD?  What made it good for multi-currency work?(a quick google did not help, managed to lead to examples of COBOL manipulating the first five letters of the alphabet ...)	lifeisstillgood	10.148049	9.792302	comment	4.0	10.5	1670091438	-8.98426
26719398	Sorry to disapoint you. My friend wh	Sorry to disapoint you. My friend who works in recruiting told me, that one company wouldn't accept perfectly skilled candidate, because he was around the same age as their current COBOL developer. They argumented, that they don't want both of them die around 	yeneek	10.147499	9.790538	comment	4.0	13.0	1617757587	1.6958362
26728627	I suppose it's again that time of th	I suppose it's again that time of the year when there's a flood of articles trying to convince people that COBOL is worth learning, that it's been updated or that it pays really well, and that there are lots of hidden opportunities for you to make big money wo	the_af	10.147631	9.794077	comment	4.0	13.0	1617818974	-8.931781
26732636	COBOL will always have a soft spot i	COBOL will always have a soft spot in my heart as the first programming language I learned. I did not use it much - 2 years max - but when reading COBOL it was really clear that there were some programmers who just saw code differently - in an abstract, artist	aparsons	10.1479845	9.794782	comment	4.0	13.0	1617836168	-8.928507
26732962	One of the VAX computers I rescued f	One of the VAX computers I rescued from disposal at the height of the Y2K impending apocolypse came with licenses (PAKs for those in the know) for DEC COBOL, DEC RDBMS, and DEC FORMS. These three applications formed the backbone of payroll processing for the c	ChuckMcM	10.14794	9.792618	comment	4.0	16.5	1617837972	-8.921654
37680532	> But do not program in COBOL if you	> But do not program in COBOL if you can avoid it.lolI don't know anything about COBOL but I can feel all of the people that must have triggered. Which is surely why the author included it. Probably like if today that said PHP or Lisp.	22289d	10.147839	9.793244	comment	4.0	10.5	1695845249	-8.9751215
13518132	While hearing about COBOL in banks q	While hearing about COBOL in banks quite often all my friends actually working there say Java and Oracle and all related job adverts I have seen so far were Java or C++. Could someone please provide some relevant facts?	koja86	10.147824	9.793817	comment	4.0	13.0	1485741803	-8.897338
27754252	COBOL is not around in anything inte	COBOL is not around in anything interesting, and trust me go is not going to be used to build anything that we'll use in 20 years.	bullen	10.147363	9.794179	comment	4.0	11.0	1625605656	-8.871424
12156352	A lot of financial systems are runni	A lot of financial systems are running COBOL on mainframes (which can look very pretty, check out the z13: https://www.google.com/search?q=z13&tbm=isch )There was a talk last year at DefCon that went over mainframe vulnerabilities, and it was like a playground	ktRolster	10.147889	9.792642	comment	4.0	11.5	1469418406	-8.900297
28464873	I’m generally pretty amazed at how l	I’m generally pretty amazed at how low the salaries are for COBOL developers relative to the criticality of the systems being maintained, and also how common those legacy code bases are.	Guest42	10.147974	9.79206	comment	4.0	22.0	1631148259	1.672741
28465221	I knew COBOL was still in use, but t	I knew COBOL was still in use, but this is astounding:> The Bank of New York Mellon in 2012 found it had 112,500 individual COBOL programs, constituting almost 350 million lines;Could that really be true? Can anyone provide some context to make that make sense	jrochkind1	10.147914	9.793151	comment	4.0	11.5	1631151428	-8.931876
28466189	What is intrinsically wrong with run	What is intrinsically wrong with running systems on COBOL? These systems have a very long lifetime, and COBOL has worked for that entire time.Would it really be an improvement to rewrite a banks's backend processing software in the latest fad flavor of languag	IncRnd	10.147933	9.79397	comment	4.0	12.5	1631161700	-8.939315
28541109	I've always thought that the reason 	"I've always thought that the reason COBOL is still ""popular"" is that it became an entrenched technology many years ago, and the cost of replacement is high enough (and it works fine doing what it's doing) that no one wants to invest the time and money to repla"	bluejekyll	10.147979	9.794152	comment	4.0	15.0	1631723119	-8.97205
28662771	Yeah, C and Java have had non-breaki	Yeah, C and Java have had non-breaking changes for years. Java code from 1995 can still compile and execute in Java 17 (2021).I imagine COBOL is similarly stable but I have no experience there.	TedDoesntTalk	10.1480665	9.793051	comment	4.0	14.0	1632677652	-8.931829
19915941	My point is that it's the reality. C	My point is that it's the reality. Change and adapt or die along with the COBOL programmers. I watched the COBOL programmers get laid off in droves after Y2K and the dotcom bust so it's a lesson I won't forget. Sure there are some COBOL programmers making mint	docker_up	10.147919	9.794238	comment	4.0	13.0	1557887768	1.5189098
17992918	Serious question: COBOL's just a lan	Serious question: COBOL's just a language. How come no one has put together some kind of runtime interpreter, for COBOL, or thought to produce an emulator facade that keeps the business logic of legacy code, but ports it to another platform, architecture, infr	beesKneesMan	10.147951	9.794305	comment	4.0	11.0	1536984143	-8.915752
18079071	Do You Know Cobol? If So, There Migh	Do You Know Cobol? If So, There Might Be a Job for You	breck	10.147687	9.793611	story	4.0	10.0	1537987796	1.7541618
18845973	> > If anything, it sounds too easy,	"> > If anything, it sounds too easy, making me think ""what's the catch?> This is rude and uncalled for.I think she/he raise a fair point about how the Red language is advertised, and it's actually a rather friendly to assume that it's due to language barrier.M"	hjek	10.1574545	9.718977	comment	4.0	25.0	1546875589	-7.3160396
17217848	Supply and demand.Game developers: v	Supply and demand.Game developers: very sexy, easy to show off, has a (very) large supply of talent. Pay not bad, not good, work schedule very demanding.COBOL developer: extremely unsexy, almost don't want to admit it publicly.  Tiny supply, relatively much la	crazybit	10.147937	9.794096	comment	4.0	11.5	1527998636	1.6897302
22782474	The point at which the government sh	The point at which the government should have rewritten their COBOL systems into a language that would have a talent pool to draw from was at least 30 years ago.	c3534l	10.147277	9.790465	comment	4.0	16.5	1586044138	-8.888948
22837948	I coded COBOL and RPGII programs bac	I coded COBOL and RPGII programs back in the late 70's, and I'd flip burgers before writing another line.	jerhewet	10.147824	9.794157	comment	4.0	11.0	1586557525	-8.956982
22838032	I worked in COBOL at an internship a	I worked in COBOL at an internship and this was around 2012. This system runs over 1000 court systems in the U.S. It's graphical too and sort of looks like vb6 on the frontend. It was a nightmare to work in even though the team was disciplined and took care of	codenesium	10.147708	9.794574	comment	4.0	12.5	1586558111	-8.891608
22854225	Ask HN: Where is the evidence that l	Ask HN: Where is the evidence that learning COBOL pays and is in demand?	ornornor	10.147817	9.795001	story	4.0	8.0	1586768839	1.7796762
37992619	I've been intrigued enough to pull d	I've been intrigued enough to pull down Gnu COBOL and attempt to write some simple programs, and found it to be quite an alien universe in and of itself. Can you give any examples of the fully-fledged mainframe world differing from running it on x86/arm?	shawa_a_a	10.147669	9.794424	comment	4.0	15.0	1698101004	-8.851843
25556706	My wife stopped applying for jobs in	My wife stopped applying for jobs involving government programs involving COBOL several years ago. She is very fluent in a lot of languages including COBOL, FORTRAN and so on. The issue is that these agencies never want to pay real wages for a very narrow skil	SteveGerencser	10.147793	9.794231	comment	4.0	11.0	1609129989	1.6200813
26348579	There's far more critical code in th	There's far more critical code in the world running on COBOL and s3[79]0 assembler. COBOL is vastly more important than C.	rodgerd	10.1479435	9.794006	comment	4.0	12.0	1614893103	-8.861315
37392055	So for those who don't know, Microfo	So for those who don't know, Microfocus is a retirement home for technologies that need to be taken out behind the barn and shot but can't be because there are like 3 major customers out there that have a Microfocus product as a core part of their organization	gustavus	10.14767	9.794684	comment	4.0	13.0	1693923796	-8.943955
24545149	Does COBOL translate easily to more 	Does COBOL translate easily to more modern languages? Anything tricky or odd about it? I’ve never needed to use it.	azhenley	10.148429	9.788848	comment	4.0	17.5	1600705021	-8.934934
25282708	Close I think - the best language to	Close I think - the best language to use is the one you will have the easiest time hiring good talent for.  If you found a startup and all really love and are fluent in COBOL that's great but... good luck when it comes time to hire another employee.	munk-a	10.147554	9.781429	comment	4.0	11.5	1606948784	-5.7489257
25388269	The importance of the comments in CO	The importance of the comments in COBOL reminds me of a developer I worked with who was famous for removing comments to 'tidy up the code'The other developers then spent time readding the comments	fiftyacorn	10.147853	9.794364	comment	4.0	12.5	1607707922	-8.9959135
25389127	At least for me, I criticize from ex	At least for me, I criticize from experience: I worked with COBOL, and think it's an awful, unfun language, commonly used for unfun projects. And COBOL jobs don't pay particularly well where I live, either.> In my country and in Sweden it is quite easy to get 	the_af	10.147905	9.792109	comment	4.0	14.0	1607712317	1.7626157
38646818	I used to work at a large insurance 	"I used to work at a large insurance company with a COBOL core system. I completely agree with this. They paid for people who knew all the undocumented idiosyncrasies and foot-guns in the code. Not just ""Knowing COBOL"". A decent programmer could read a COBOL pr"	Deprecate9151	10.14778	9.794363	comment	4.0	12.5	1702585774	1.7239647
32513140	"> Rebol is pronounced ""reb-ol"".> It'"	"> Rebol is pronounced ""reb-ol"".> It's similar to ""rebel yell""So, like Ravioli without the last i. Raviol.I don't understand why developers go with these pronunciations. Clang is another offender. The obvious pronunciation was see-lang, but they went for clang,"	copperx	10.154512	9.736599	comment	4.0	12.5	1660847033	-7.448704
32797933	This part sounds alluring to me:> “I	This part sounds alluring to me:> “It does exactly what you tell it to do on a line [of code],” explains Stuart. ”Sometimes you get files that are 2,000 lines long, but they’re easy to understand because they simply do what they say they’re doing at that line.	AlbertoGP	10.148001	9.793989	comment	4.0	16.0	1662886004	-8.893127
38307851	I can build you a team using today's	I can build you a team using today's (quality: average B2B startup) programmers and today's methodologies that will write software for 40 years.It will just cost twice as much as the team that iterates quickly. It will cost more because I will spend more money	ebiester	10.147932	9.794493	comment	4.0	16.0	1700246003	-8.959948
15430649	I would love for a few banks to dump	I would love for a few banks to dump all their old COBOL code on to GitHub. Not because it would necessarily be useful for anything, but simply because it would be fascinating to read... There is actually very little open source COBOL code available, of the ma	skissane	10.147714	9.794388	comment	4.0	21.0	1507506354	-8.937435
15566062	Oh my God. I wasted a year of my lif	"Oh my God. I wasted a year of my life on a COBOL project. It is easily the worst language I have ever used. 
There is a reason that COBOL is a linguistic dead-end! Functions? Sensible limited variable scope? A decent approach to handling whitespace so that com"	maxharris	10.14778	9.7936735	comment	4.0	14.0	1509084183	-8.952544
15566331	I have regualr talks with people who	"I have regualr talks with people who were using COBOL a while ago.
There are things were cobol is good :1/ COBOL run in closed environments. This allows these to be rock solid.
   (no such thing as a dependency nightmare). You don’t have such a thing
   as dif"	wiz21c	10.147871	9.794465	comment	4.0	11.0	1509088742	-8.911533
