id	label	hovertext	author	x	y	type	relevance	size	year	umap1d
15566600	I have not used COBOL for 30 years b	I have not used COBOL for 30 years but the language deserves respect. The transition from assembler to COBOL was one of the biggest productivity improvements in the history of programming, comparable to the introduction of Java and VM-based programs in the 199	hodgesrm	10.147724	9.794699	comment	4.0	16.0	1509092681	-8.936211
15566755	> But how complex can these programs	> But how complex can these programs be? Surely anything written before 1992-ish can’t involve that much code just because of the limitation of the machines they were designed to run on. What makes it that expensive that no one wants to rewrite them in a moder	shakna	10.147784	9.793978	comment	4.0	15.0	1509094799	-8.926556
17334664	Hi, I worked on the C/C++ compiler f	Hi, I worked on the C/C++ compiler for zLinux, the COBOL compiler for zOS, and on the non-open-source version of Hercules.If you've got zOS and COBOL knowledge then Toronto is the place for you. IBM develops their zOS software in Toronto (well, Markham) mostly	CountHackulus	10.14783	9.791692	comment	4.0	10.5	1529274079	1.7757635
17341222	Unpopular answer: anything that's ab	Unpopular answer: anything that's about to become legacy. See COBOL programmers.	murph-almighty	10.147877	9.794504	comment	4.0	13.0	1529352083	-8.9635725
21289274	Have not dealt too much with COBOL b	Have not dealt too much with COBOL but learnt it a while ago. It was one of the easier languages to comprehend quickly. I thought it was well suited for input and data processing focused applications.I do remember thinking it's odd that a line has exactly 80 c	kerng	10.14791	9.793769	comment	4.0	17.5	1571382561	-8.9412155
21376114	A fully graphical calculator app in 	"A fully graphical calculator app in Rebol is just a few lines of code. The formatting looks pretty legible at the below link if you scroll down a bit.REBOL [title: ""Calculator""]
view layout [
    origin 0  space 0x0  across
    style btn btn 50x50 [append f/te"	7thaccount	10.156008	9.733919	comment	4.0	12.5	1572264266	-7.926338
39188895	We have been able to largely get rid	We have been able to largely get rid of COBOL. Why haven't we been able to do the same with Javascript? It's a very useful language given the amount of existing code and support, but very few people I know actually like it.In the 90s, vendors seriously investe	glimshe	10.148263	9.791153	comment	4.0	12.5	1706614588	-8.941924
39279896	Well you can run Hercules, the emula	Well you can run Hercules, the emulator.  But you will then discover that the mainframe 3270 terminal user interface experience is terrible.  A funny thing is this: there is a mainframe plug-in for Visual Studio Code.  The idea is you do your COBOL development	jhallenworld	10.147843	9.792429	comment	4.0	17.0	1707250453	-8.8498125
31906904	Banks in Sweden are making a big eff	Banks in Sweden are making a big effort of recruiting, training and offering a viable career path for COBOL developers. A bunch of central systems still run like clockwork on IBM mainframes, why replace them?https://sebgroup.com/career/who-are-you/graduates-an	brtkdotse	10.148211	9.792952	comment	4.0	11.0	1656420198	1.7294939
31907544	> COBOL devs are a specialized niche	> COBOL devs are a specialized niche these days and they get paid accordingly.In my experience the well paid COBOL devs are those with 20+ years of experience, often in one specific system, often bumped by being re-hired a bunch of times for the same position.	tapland	10.147785	9.794278	comment	4.0	15.5	1656423685	1.8131075
32405400	Java has reached the status of Cobol	Java has reached the status of Cobol - it is immortal because it is everywhere and has been around a long time.Because of that, there are a lot of Java devs.Our team works in Go, and so we get a few Java devs in once in a while as new positions open up.  The b	tomohawk	10.148437	9.790675	comment	4.0	10.5	1660084359	-8.894624
22120525	Also see COBOL on Cogs, http://www.c	Also see COBOL on Cogs, http://www.coboloncogs.org/INDEX.HTM	dx87	10.147683	9.795133	comment	4.0	13.5	1579718235	-8.89321
22213813	It is a lot like COBOL, but oddly wi	It is a lot like COBOL, but oddly with more punctuation (probably because of the lack of consistent use of whitespace in Chinese). I think it may be a fun way to practice my 漢字.	microcolonel	10.1476755	9.793517	comment	4.0	14.5	1580598018	-8.9851055
35756192	i know a system that runs cobol.but 	"i know a system that runs cobol.but there are like 4 or 5 other systems on top of it, some of them use XML, some html, some asp, some java, some vba, some c#.i dont really understand the concept of a ""x language job"". like jobs tend to need people to learn sys"	fatneckbeard	10.147833	9.793296	comment	4.0	11.5	1682796133	-8.926775
35801449	Could LLMs help here to translate be	Could LLMs help here to translate between programming languages? Same with COBOL. Is a coding assistant the way to get legacy systems updated -- sounds like a consulting niche.	dpflan	10.147837	9.793279	comment	4.0	11.0	1683116331	-8.927386
35802076	Oh, they found COBOLs lost brother ;	Oh, they found COBOLs lost brother ;)	dangling42	10.14756	9.793622	comment	4.0	12.5	1683120130	-8.917858
35918716	Several decades old centralised tech	Several decades old centralised technology batch processing ALL CAPS messages in COBOL with a transaction time measured in days or weeks, a 10-15% transaction failure rate, no finality and exorbitant costs?	detrites	10.14783	9.794205	comment	4.0	16.5	1683910045	-8.955179
24080144	REBOL was such a fun language to use	REBOL was such a fun language to use. I wish it was open sourced earlier, then it might have made a larger impact. RED is a spiritual successor that deserves a look as well: https://www.red-lang.org/	soapdog	10.155331	9.73427	comment	4.0	17.5	1596793400	-7.444116
20217806	Actually I'd be surprised if they're	Actually I'd be surprised if they're even paying market rate for these developers, regardless of how difficult or impossible it is to find them.  COBOL programmers still make about $70,000/year or so (https://www.glassdoor.com/Salaries/cobol-programmer-salary-	commandlinefan	10.147831	9.794232	comment	4.0	15.5	1560888362	1.6846226
20455178	I had a contract about 10 years ago 	I had a contract about 10 years ago for a major city's water department. The contract was to convert an internal application for customer billing, written in COBOL running on the mainframe to a web application backed by Oracle.When I started gathering requirem	0x445442	10.147763	9.795154	comment	4.0	12.0	1563322420	-8.957044
20894579	Although there is perceived demand, 	Although there is perceived demand, COBOL jobs pay very poorly.  Like $50K.Exception of course for consultants with a following, and customers that believe you have 'unicorn' skills.One advantage is the software stack is mature and not subject to fads and fash	bdavis__	10.14776	9.794355	comment	4.0	11.5	1567768050	1.738143
13611157	Honestly, I don't care whether I am 	Honestly, I don't care whether I am driven over by a Porsche Cayenne or a Willys MB.And while I have not worked in the banking sector myself, lots of my friends did - and it was not cobol. They are catching up and they all know that their mainframe sw is dated	jlg23	10.148027	9.793109	comment	4.0	10.5	1486675705	1.7195225
13909376	Ask HN: Is it worth becoming a COBOL	Ask HN: Is it worth becoming a COBOL engineer?	aktungmak	10.147855	9.794555	story	4.0	3.0	1489954711	1.8168095
14084098	"From the article ""Experienced COBOL "	"From the article ""Experienced COBOL programmers can earn more than $100 an hour""In Australia that's a lot, but my understanding is that it's common for American developers to be on way more than this..."	catmanjan	10.147936	9.792664	comment	4.0	14.5	1491873378	1.6960986
14084104	"""Experienced COBOL programmers can e"	"""Experienced COBOL programmers can earn more than $100 an hour when they get called in to patch up glitches, rewrite coding manuals or make new systems work with old.""Any contract-based engineer would charge that, or more, regardless of the language. Fortune 5"	kingnothing	10.147761	9.793866	comment	4.0	17.5	1491873447	1.7097481
14084081	The problem really isn't COBOL. COBO	The problem really isn't COBOL. COBOL is not a difficult language. It reads almost like English sentences. Any competent programmer would not be challenged by COBOL. The problem is all the glue. JCL, SNA, CICS, ISM, ISPF, etc.It's like the difference between J	ams6110	10.147808	9.794355	comment	4.0	32.5	1491873234	-8.999548
14085197	Best story I've heard is one of the 	Best story I've heard is one of the old programmers commenting his COBOL code in latin. It was a different time...	UweSchmidt	10.147864	9.794336	comment	4.0	11.5	1491890132	-8.947441
14482483	Cobol's legacy lives as PL/SQL, ABAP	"Cobol's legacy lives as PL/SQL, ABAP, and other enterprise data handling languages. While everybody is quick to point that this is not ""real programming"", they required astonishing amounts of engineering efforts to make things work.I would love to see a decent"	atemerev	10.1475935	9.794709	comment	4.0	11.5	1496597185	-8.9423895
31229603	There is absolutely demand. I've bee	There is absolutely demand. I've been doing cobol for four years and have banks and insurance companies asking me to come in for an interview all the time.But no remote teams, no companies ready to offer any support for relocation and not a pay making a move w	tapland	10.147826	9.793708	comment	4.0	14.0	1651446306	1.6803995
31262583	Yes. Some banks still run COBOL behi	Yes. Some banks still run COBOL behind the scenes here.	rglover	10.1480665	9.793071	comment	4.0	12.5	1651681373	-8.98961
28824699	This COBOL shortage myth has been ar	This COBOL shortage myth has been around since I was a kid.  It wasn't true then, and isn't now.The entire problem is that they don't pay well for what is supposedly a rare resource.  And nobody wants to learn a dead language for peanuts.Offer 500k/yr, and me 	silisili	10.147675	9.794031	comment	4.0	11.0	1633926899	1.7305955
28824357	Not if they can’t find anyone willin	Not if they can’t find anyone willing to learn COBOL.There’s huge demand for developers on modern systems. Seriously, how much are you going to pay a developer to do mainframe COBOL - and is that developer going to produce commensurate value, really able to ho	ctdonath	10.147889	9.793591	comment	4.0	17.0	1633923121	1.6842722
28981296	The cost of running government on CO	The cost of running government on COBOL (h/t Cowen)	chkaloon	10.147572	9.793904	story	4.0	18.0	1635105077	-8.917084
34408534	Who do you expect to use this?  As I	Who do you expect to use this?  As I understand it most COBOL use is on legacy mainframes that definitely aren't going to also be running .NET anytime soon.  When a company is hiring a COBOL programmer they aren't hiring someone to just sling code--anyone can 	qbasic_forever	10.147927	9.794182	comment	4.0	15.0	1673923125	-8.938768
34946743	That's interesting. Must be hard to 	That's interesting. Must be hard to hire for nowadays. Then again, my friend says at least one government is still using COBOL!	andai	10.147568	9.792045	comment	4.0	12.0	1677428830	-8.916559
35011486	I have never written cobol, but I wo	I have never written cobol, but I wonder if there is a market for a COBOL transpiler to something like C#/Java/typescript, or even python would be a viable business?	mattnewton	10.147928	9.793307	comment	4.0	11.5	1677860158	-8.934211
16964548	Is it really better if we replace x 	Is it really better if we replace x million lines of COBOL with x million lines of java or c++?  What is the financial language of the future that is easy to write and reduces errors?	kristianp	10.147989	9.793356	comment	5.0	16.0	1525147948	-9.049304
16964612	Anyone have thoughts on how to go ab	Anyone have thoughts on how to go about learning mainframe programming and COBOL? Honestly seems like a useful skill given its existence everywhere but I don't think very many engineers (myself included) know where to start in learning it.	mcafeeryan92	10.147628	9.794723	comment	5.0	16.0	1525149290	-8.9438505
38509198	How hard is it to actually learn COB	How hard is it to actually learn COBOL? It seems like a fairly simple language to pick up, but maybe the idiomatic COBOL used in these legacy systems is particularly nasty for some reason.	matthewdgreen	10.147938	9.79255	comment	5.0	30.5	1701626628	-8.931509
34009801	I have been deeply fascinated by COB	"I have been deeply fascinated by COBOL ever since 1994. In 1994 I was looking at where to go to college, and the community college near the town I grew up had two ""computer"" associates programs. One was a program focused on personal computers, and one was a pr"	earino	10.147806	9.792672	comment	5.0	15.0	1671162287	1.7484539
28142227	There are plenty of ways to port out	There are plenty of ways to port out of COBOL, none will work.I once interviewed for a COBOL position.  It was a typical large financial institution.  It was a lead position that wanted a migration plan out and then would lead to a team for me.  I have a lot o	cdumler	10.147852	9.793036	comment	5.0	21.0	1628691270	-8.95944
12902879	"I remember showing my ""systems analy"	"I remember showing my ""systems analyst"" brother-in-law my second year university schedule when I was planning which courses I would take that fall.""You don't have any Cobol, PL/1, OS360 Assembly Language or APL on here"", he observed.""I am going to focus on C, "	t1m	10.147821	9.793586	comment	5.0	21.0	1478631107	-8.916028
13012531	It's interesting how often we see th	It's interesting how often we see these articles (and associated discussions) saying that programming is harder than it should be, and that if only we had a better language, it would be much easier.In my experience, choice of language makes only a superficial 	taneq	10.147717	9.793915	comment	5.0	17.0	1479802460	-8.921704
13509384	C and C++ are dead like COBOL in 201	C and C++ are dead like COBOL in 2017	k4rtik	10.147798	9.794319	story	5.0	7.0	1485638035	-8.907684
27835426	REBOL was so far ahead of its time .	REBOL was so far ahead of its time ...	Bluestein	10.149231	9.779493	comment	5.0	17.5	1626282411	-8.74704
12091175	I think it's the bad kind of impress	I think it's the bad kind of impressive, one where ATMs still run COBOL.	mherkender	10.14785	9.794456	comment	5.0	16.5	1468460965	-8.923393
12097216	It's not that COBOL is particularly 	It's not that COBOL is particularly good or bad.  It's that COBOL-era database technology is painfully-obsolete.  Flat files, ISAM, and IMS are all pre-SQL, and old shops are likely to still be running some of that stuff. DB2 isn't too bad; it speaks SQL and r	Animats	10.147813	9.794248	comment	5.0	18.0	1468530898	2.8062866
22782427	I used to work on mainframe COBOL du	I used to work on mainframe COBOL during the Y2K times. While the language is easy to pick up and the OS specific things are not too hard, the style of programming can lead to issues. Typically, shared data structures are often stored in separate files called 	vaidhy	10.147937	9.794025	comment	5.0	24.0	1586043646	-8.9363785
22837891	Someone invent a COBOL to Python con	Someone invent a COBOL to Python converter to get rid of these old dinosaurs IBM Mainframes.	cable2600	10.148048	9.792982	comment	5.0	12.5	1586557158	-8.9224825
22840770	>> I don't want to sound condescendi	>> I don't want to sound condescending but why can't these systems be rewritten in a modern language?Cobol was a modern language 50 years ago. Python will be an ancient language 50 years from now. What do we do? Keep rewriting everything every 50 years?And tho	YeGoblynQueenne	10.147938	9.794494	comment	5.0	14.0	1586599062	-8.913078
22841333	The IRS, treasury, and others locall	The IRS, treasury, and others locally are looking for COBOL programmers. I can explain why they're struggling to find any just by looking at the pay scale: $30,113 - $86,021 (GS-5 through GS-12, and most won't get the top end of the GS-12 scale). The $30K GS-5	Someone1234	10.147866	9.794139	comment	5.0	14.0	1586608542	1.6768978
22880931	The Inevitable Return of COBOL	The Inevitable Return of COBOL	nightfuryx	10.147483	9.793805	story	5.0	23.0	1586973794	-8.929832
23091089	I find it somewhat ironic that IBM i	I find it somewhat ironic that IBM is struggling so hard to find COBOL programmers to keep mainframe alive, but they also insist on locking down z/os to the point that you can't get access to a terminal unless you already know COBOL and work for an enterprise 	tw04	10.14831	9.790463	comment	5.0	17.0	1588774088	-3.9948316
23297347	Show HN: A Simple COBOL Game, TicTac	Show HN: A Simple COBOL Game, TicTacTOBOL	BasiliusCarver	10.146529	9.786775	story	5.0	23.0	1590375742	-8.91663
34045990	So much wrong with this and the arti	So much wrong with this and the article linked in first sentence.Just a few notes.To be pedantic, COBOL was invented by the Navy, mostly by GMH. And to call it dead is not consistent with the humongous body of code that keeps many large institutions afloat.And	wglb	10.147786	9.793909	comment	5.0	18.5	1671407726	-8.950302
26491802	> COBOL programs have history. They 	> COBOL programs have history. They were changed in '77 and then the change was reverted in '79 and then again in '84. Nobody really remembers why.I wonder how different it would be if they had a good source control system (and used it). Would you be able to l	wtetzner	10.147857	9.794815	comment	5.0	14.5	1615991688	-8.949465
26719780	> “COBOL doesn’t present any securit	> “COBOL doesn’t present any security problems because it doesn’t really talk to any resources,” Malik said. “It just says ‘read’ or ‘write.’”Can someone knowledgeable of COBOL expand on this? It sounds... not quite right, like it's missing some surrounding co	carols10cents	10.147823	9.790034	comment	5.0	13.5	1617761111	-8.944447
27074307	(I work in mainframes, but not direc	(I work in mainframes, but not directly COBOL.) COBOL could certainly be done better today, but its strength comes from the fact that it limits what programmers can do with it.In the past, there was a divide between systems and application programmers. Roughly	js8	10.147931	9.793917	comment	5.0	16.0	1620382866	-8.947735
15606867	This is what I like about Rebol & Re	This is what I like about Rebol & Red...pity Rebol didn't catch on more. The full Rebol download is a single executable (no real install) and can build GUIs, and so much more in a very small amount of code.	throwaway7645	10.169855	9.717245	comment	5.0	20.5	1509583252	-7.511844
29229704	I have retired some COBOL in my life	I have retired some COBOL in my life, I can’t say that my experience is universal, but here’s what happened during my time consulting for a Fortune 500 company sunsetting COBOL into Java (1.4).> If the systems are so vital surely there is a detailed specificat	ihumanable	10.148164	9.792608	comment	5.0	12.5	1636996388	-8.913938
29611075	Ask HN: Is anyone programming in mod	Ask HN: Is anyone programming in modern COBOL?	exdsq	10.147969	9.793816	story	5.0	12.0	1639884746	-8.919943
13862538	I thought that COBOL programmers wer	I thought that COBOL programmers were in great demand, for maintenance of old systems, and increasingly so as old programmers retire.	josh_fyi	10.14769	9.7941475	comment	5.0	12.5	1489440068	-8.914838
13971283	I've noticed that Red shows up on HN	I've noticed that Red shows up on HN with some regularity, and it sounds interesting.  But I don't really understand where it comes from or who it's meant for.  The Red / REBOL community seems more than usually self-contained, although it's possible that it's 	sevensor	10.154626	9.734259	comment	5.0	26.0	1490645594	-7.4278536
14083942	Cobol expert = $1,000 an hour rate. 	"Cobol expert = $1,000 an hour rate. Great niche, but eventually will get replaced.Awesome marketing and PR for his company Cobol Cowboys (http://cobolcowboys.com.> His wife Eileen came up with the name in a reference to ""Space Cowboys,"" a 2000 movie about a gr"	nodesocket	10.147814	9.794165	comment	5.0	20.5	1491871732	1.7637103
14085147	Because COBOL is the PHP of the 60s,	Because COBOL is the PHP of the 60s, and mainframes are slow and expensive.Also, too many of the talents are stuck in a blocked I/O mindset somehow.Some are wizards though, writing assembly and making raspberry pi sized systems blazingly fast. OK a couple of r	kpil	10.147844	9.794062	comment	5.0	14.5	1491889378	1.4276817
14482734	To like COBOL, you need to posess a 	To like COBOL, you need to posess a particular kind of rigid corporate mindset. I wonder whether it's fathers/mothers had the mentioned physic structure, or it was a fruit of 50's salaryman mental subjugation. No offense ment.	jxub	10.148037	9.79386	comment	5.0	13.0	1496600447	-8.936902
23460232	> I’m just not inclined to agree tha	> I’m just not inclined to agree that civil society can’t continue to run on millions of lines of COBOL for another 60 years. It certainly can.> Java 8 and Python 2 on the other hand are a far more serious threat. When systems can’t get off end of life technol	_bxg1	10.147849	9.794017	comment	5.0	14.5	1591647008	-8.908397
20454655	My understanding is that part of COB	My understanding is that part of COBOL's longevity stems from its particular handling of fixed-point math being a specified requirement of various financial contracts. Odd to see this write-up not mention fixed-point math, actually.	fc_barnes	10.147834	9.794215	comment	5.0	19.5	1563317599	-8.895595
31224658	Ask HN: Is it worth to learn COBOL?	Ask HN: Is it worth to learn COBOL?	marcodiego	10.147813	9.793854	story	5.0	9.0	1651409830	1.7784983
36056703	> Almost all of this seems untrue (e	> Almost all of this seems untrue (except maybe the last one). I’ve worked at a variety of banks from front to back office across securities and private wealth. I’ve seen plenty of company-specific languages, plenty of C++, Java, perl, python but have literall	skissane	10.148301	9.792544	comment	5.0	14.0	1684929022	-8.883988
34408546	I find COBOL to be a very interestin	I find COBOL to be a very interesting language, with a huge unexplored potential. For example, I'm sure that most people are not aware that COBOL has generics, method overloading, declarative error/exception handling, asynchronous messaging, etc.This stuff is 	KTSnowy	10.147713	9.794607	comment	5.0	16.5	1673923277	-8.978467
35011267	> How much COBOL code can run on a r	> How much COBOL code can run on a regular Ubuntu machine?All of it. GNU Cobol exists, as do proprietary solutions from companies like Micro Focus that target the JVM and .NET (which is what you're looking for for a real COBOL solution).But why is it so import	bitwize	10.147863	9.794541	comment	5.0	18.0	1677859121	-8.899913
35011368	COBOL was actually in the CS curricu	COBOL was actually in the CS curriculum for my university, a fact that several of my friends brought up when the 'COVID is prompting a real need for COBOL programmers in light of the need to change benefits rules and unemployment!' stories were a regular featu	benjaminpv	10.148169	9.7947	comment	5.0	17.0	1677859525	1.7270322
38864805	What if you are one of the only few 	What if you are one of the only few who know how to maintain a Cobol system for a bank? Aren't you very valuable?	DeathArrow	10.1479225	9.79343	comment	5.0	19.5	1704359335	-8.94897
15685067	COBOL and Fortran. Probably with som	COBOL and Fortran. Probably with some z/OS as well.Much of the world's financial systems run on it, replacing it is infeasible, but the expert's in this area are aging out (and many have retired more than once). But the tech still needs maintaining, and is dif	shakna	10.148016	9.787	comment	5.0	18.5	1510561258	-8.866461
16010971	Ask HN: Rebol/Red parse is great. Ha	Ask HN: Rebol/Red parse is great. Has it been re-implemented in other languages?	macmac	10.15483	9.734936	story	5.0	15.0	1514321807	-7.4031963
16664964	I have coded Solidity a bit, and it'	"I have coded Solidity a bit, and it's pretty obvious the language is not up for the task. I mean its 2018 and we have a brand new ""business language"" that can have overflows and stuff. It's like making all mistakes over again. Many problematic vulnerabilities "	kerng	10.147987	9.794083	comment	5.0	14.5	1521867735	-8.884863
21288612	Interesting.  The problem of cobol i	Interesting.  The problem of cobol is that is verbose, like java. Type type and then type.  Copy and find all the time. Good luck to understand any as it takes a lot of time to read it.Do not like cobol or java.	ngcc_hk	10.147969	9.793731	comment	5.0	14.5	1571371906	-8.946598
32910954	Introductory-level educational COBOL	Introductory-level educational COBOL materials with modern tooling	mooreds	10.147718	9.794689	story	5.0	71.0	1663678290	-8.944091
36754631	I'm surprised that I haven't heard o	I'm surprised that I haven't heard of this line of languages before.The home page of Rebol, which it says it's derived from, seems to do a much better job at stating its purpose: http://rebol.com/	jomohke	10.153682	9.744181	comment	5.0	18.0	1689573411	-7.404843
25385474	Sometimes I wonder if I should learn	Sometimes I wonder if I should learn COBOL just so maybe I can get my first real programming job. (and no, I am not joking...)	speeder	10.147611	9.794017	comment	5.0	26.0	1607693455	-8.873244
25385878	The hatred comes from people like me	The hatred comes from people like me, who have worked with COBOL and will tell you it's terribly frustrating to work with, needlessly verbose in multiple places where it doesn't need to be, and often used in banks for purposes which are the death of all you ho	the_af	10.14769	9.794395	comment	5.0	20.5	1607695615	-8.982374
36689723	As someone who worked on a 35 millio	As someone who worked on a 35 million loc cobol and jcl system for several years in the late 90's, I don't find this to be funny at all. Cobol was purported to be readable with english language like syntax to make it more understandable. Giving gems such as:  	throwaway1492	10.148283	9.792295	comment	6.0	27.0	1689128343	-9.011766
21289014	Oh man, I always wanted to learn mor	"Oh man, I always wanted to learn more about COBOL.  People like to crap
on the language, but this article makes it seem like it's not that bad,
actually.  I could see myself programming that, for a large sum of money
of course.With that said, the real COBOL co"	ainar-g	10.147793	9.794696	comment	6.0	17.0	1571378005	-8.949972
21288048	COBOL turns 60: why it will outlive 	COBOL turns 60: why it will outlive us all	mindcrime	10.14755	9.7940235	story	6.0	37.0	1571364402	-8.960432
12096819	>There’s nothing wrong with the lang	>There’s nothing wrong with the language itself, the problem is that barely anyone knows it — at least not in the context of mainframe programming.What data did you use to determine that barely anyone knows mainframe COBOL? There are a significant amount of co	bitmapbrother	10.1477	9.795202	comment	6.0	19.5	1468526967	-8.949363
12097085	Not compeltely related to article bu	"Not compeltely related to article but I've often heard that banks argue that COBOL is more reliable and maintainable then any ""modern"" language.I've always wondered why this is the case. Is it because people are way more careful when entering code? The article"	Matt3o12_	10.147705	9.7941885	comment	6.0	17.5	1468529476	-8.91831
28071096	Contemporary COBOL: Developers' Pers	Contemporary COBOL: Developers' Perspectives on Defects and Defect Location	Fragoel2	10.148008	9.786917	story	6.0	50.0	1628150759	-8.911018
28542646	> Cobol remains the language of choi	> Cobol remains the language of choiceSigh , those single liner  that both illustrate the ignorance and the status of the author.I’m an enterprise architect in banking , 6 month ago I was hired for  IT Transformation.My mission was very simple « move the bank 	asien	10.148269	9.792818	comment	6.0	17.0	1631731029	-8.914189
22840267	Here's some simple COBOL code:http:/	"Here's some simple COBOL code:http://www.csis.ul.ie/cobol/examples/Conditn/Conditions.htm    identification division.
    program-id. letters.
    data division.
    working-storage section.
    01  Char               PIC X.
        88 Vowel           VALUE ""a"	msla	10.147927	9.793643	comment	6.0	17.0	1586591290	-8.957289
26736326	Ask HN - should I build my new start	Ask HN - should I build my new startup around COBOL?  Or should I use a less proven language such as Python, Go, Rust ? /s	sgt	10.14808	9.794493	comment	6.0	23.0	1617869909	-8.977066
26737362	That was always my impression. But s	That was always my impression. But some thread on HN from yesterday a lot of people were saying COBOL salaries were very low, so which is it?	somedude895	10.148123	9.794229	comment	6.0	16.0	1617880407	1.7451339
27441327	I can see in the page that last PDL 	I can see in the page that last PDL release was on February, okay. Probably the presence of activity indicates that there are people using PDL, and more than that, maintaining it. Since PDL existed for many years, I would speculate that these people presumably	aduitsis	10.149371	9.786902	comment	6.0	35.5	1623188756	4.323379
37992556	Having written some COBOL while cons	Having written some COBOL while consulting for a bank:The language is not interesting at all without the ecosystem, which is this fully flushed alien alternative universe of computation. If you want to dive into COBOL, don't try to run it on x86, get yourself 	SonOfLilit	10.147852	9.794435	comment	6.0	26.5	1698100615	-8.931979
38010416	Having worked for 20 years in fintec	Having worked for 20 years in fintech, I have seen many large European and Asian banks running on COBOL programs written 30 years ago, using EBCDIC. In many cases the sources for some of those programs are lost, due to the fact that proper version control syst	giamma	10.148795	9.791502	comment	6.0	19.5	1698221087	1.5403717
38023870	COBOL bridge for Node.js	COBOL bridge for Node.js	mooreds	10.147788	9.793266	story	6.0	47.0	1698316808	-8.942391
15430476	Get ready for a data dump of 40 year	Get ready for a data dump of 40 year old COBOL code /sBut in all seriousness, this is a great step forward in institutional software. Open up software to further progress towards standardizing an industry's software interface.	cbcoutinho	10.148045	9.7942915	comment	6.0	31.5	1507502965	-8.926155
20299768	One thing I really miss from mainfra	One thing I really miss from mainframes is their stability.Case a) Lots of years ago IBM changed CPU architecture on their System i. Every program we made was transparently recompiled to the new instruction set on first run, and just worked after that.Case b) 	ASalazarMX	10.14794	9.791044	comment	6.0	19.0	1561676504	-8.9205475
20455152	One of my last jobs as an intern in 	One of my last jobs as an intern in 2004 was to rewrite an old batch process COBOL app in C# and ASP.Net. App was basically input about 6 fields, and based up some rules.  It really wasn't terribly complicated, but I had to read the source to understand exactl	hermitdev	10.1478815	9.792895	comment	6.0	30.5	1563322112	-8.942237
20916177	Ugh? Many systems still run COBOL to	Ugh? Many systems still run COBOL today. Python 2 is likely to be around for a long time. Since the stuff is open source, wouldn't it be nicer if it was possible to fix a bug if needed? Not saying that it should be actively worked on. But maybe one person coul	d--b	10.147884	9.7936535	comment	6.0	19.0	1568017312	-8.954642
14203786	Realistically, if, say, one of these	Realistically, if, say, one of these big corps/banks with deeply-integrated COBOL systems spent a few years revamping their systems to something more modern and usable today, how much would it cost?Running mainframes isn't cheap. COBOL programmers aren't cheap	scrollaway	10.148412	9.792003	comment	6.0	25.0	1493220584	-8.902079
37389644	Does anyone want to comment on why C	Does anyone want to comment on why COBOL has a reputation of being good for critical stuff? Are there technical reasons for this, or is that just branding?	tjrgergw	10.147801	9.794775	comment	6.0	15.5	1693906256	-8.899964
25176311	There’s a lot of that out there. I h	There’s a lot of that out there. I have avoided COBOL but I have seen stuff written in VB6/COM which was also in the same state. Eventually the one guy who knows anything about it leaves or dies. In the name of “progress” someone wraps it in something else and	qz2	10.147726	9.793177	comment	6.0	17.5	1606040009	-8.975169
32822513	Not a computer scientist, but surely	Not a computer scientist, but surely COBOL could be machine translated to another more modern language - or even a dialect of a modern language specifically created to make such a translation verifiably correct?	implements	10.147773	9.794201	comment	6.0	15.0	1663065031	-8.965837
24079170	REBOL Shell Interface	REBOL Shell Interface	bryanrasmussen	10.15299	9.75675	story	7.0	90.0	1596784153	-8.1368265
26426066	That's a good question!The reason gi	That's a good question!The reason given is it's getting difficult to find COBOL programmers and the platform isn't as agile as other platforms. I have to admit that IBM is working to make the platform more agile and you can do more than run COBOL - you can run	taylodl	10.147885	9.793268	comment	7.0	30.0	1615481325	-8.857298
35726415	Learning COBOL: A Journey for the Mo	Learning COBOL: A Journey for the Modern Programmer (2021)	rbanffy	10.147864	9.793279	story	7.0	114.0	1682594773	-8.8997965
12634931	The worst is, if you don't keep up w	The worst is, if you don't keep up with this, good luck getting a web job five years from now, you'll be the equivalent of a Cobol programmer. Can't get off the train.	Scarblac	10.147771	9.793865	comment	7.0	19.0	1475583041	-8.881224
12097442	The COBOL programmer shortage is sol	The COBOL programmer shortage is solvable if they simply pay people enough money. COBOL programmers do not make SV salaries, far from it. Yet the code they write generally is handling more critical tasks than most of the stuff SV startups are producing (bank b	ams6110	10.148051	9.791402	comment	7.0	33.0	1468533001	1.6574749
17301606	"It's a ""real"" language, it's just no"	"It's a ""real"" language, it's just not a terribly good or fast one. It's works decently when its use is limited to what it was made for: manipulating web pages. For anything else, the ""designed on the back of a used piece of toilet paper"" starts to shine throug"	arghwhat	10.147717	9.79402	comment	7.0	41.5	1528882769	-8.953372
17636270	The statement about Decimal being an	The statement about Decimal being an import is a garbage, misleading statement. Decimal IS PART OF THE STANDARD LIBRARY!!!! It might not be in the global context, but that is a far cry from having to install an external library which this article makes it seem	slaymaker1907	10.147804	9.7940235	comment	7.0	18.5	1532833075	-8.983773
17989671	Defusing COBOL Bombs with Smart Auto	Defusing COBOL Bombs with Smart Automation	mbellotti	10.146693	9.77948	story	7.0	74.0	1536950180	5.664871
29700938	What modern programming language is 	What modern programming language is the best replacement for COBOL	aks2161989	10.148098	9.794038	story	7.0	10.0	1640597244	-8.949598
